k;b;psi_s;phi;Sr_l;Sr_g
1.142456E-13;3.987305E+00;-2.466064E-01;4.015381E-01;1.169067E-01;1.096558E-01
5.892456E-13;5.987305E+00;-4.966064E-01;4.515381E-01;1.919067E-01;1.846558E-01
3.517456E-13;6.987305E+00;-1.216064E-01;4.765381E-01;7.940674E-02;1.471558E-01
8.267456E-13;4.987305E+00;-3.716064E-01;4.265381E-01;1.544067E-01;7.215576E-02
2.329956E-13;5.487305E+00;-4.341064E-01;4.890381E-01;1.731567E-01;9.090576E-02
7.079956E-13;3.487305E+00;-1.841064E-01;4.390381E-01;9.815674E-02;1.659058E-01
4.704956E-13;4.487305E+00;-5.591064E-01;4.140381E-01;1.356567E-01;1.284058E-01
9.454956E-13;6.487305E+00;-3.091064E-01;4.640381E-01;6.065674E-02;5.340576E-02
8.455811E-14;4.112305E+00;-3.872314E-01;4.421631E-01;8.409424E-02;8.621826E-02
5.595581E-13;6.112305E+00;-1.372314E-01;4.921631E-01;1.590942E-01;1.612183E-01
3.220581E-13;5.112305E+00;-5.122314E-01;4.671631E-01;1.215942E-01;1.987183E-01
7.970581E-13;3.112305E+00;-2.622314E-01;4.171631E-01;1.965942E-01;1.237183E-01
2.033081E-13;6.612305E+00;-3.247314E-01;4.546631E-01;1.403442E-01;6.746826E-02
6.783081E-13;4.612305E+00;-5.747314E-01;4.046631E-01;6.534424E-02;1.424683E-01
4.408081E-13;3.612305E+00;-1.997314E-01;4.296631E-01;1.778442E-01;1.799683E-01
9.158081E-13;5.612305E+00;-4.497314E-01;4.796631E-01;1.028442E-01;1.049683E-01
1.439331E-13;5.862305E+00;-1.684814E-01;4.234131E-01;5.596924E-02;7.684326E-02
6.189331E-13;3.862305E+00;-4.184814E-01;4.734131E-01;1.309692E-01;1.518433E-01
3.814331E-13;4.862305E+00;-2.934814E-01;4.984131E-01;9.346924E-02;1.893433E-01
8.564331E-13;6.862305E+00;-5.434814E-01;4.484131E-01;1.684692E-01;1.143433E-01
2.626831E-13;3.362305E+00;-4.809814E-01;4.859131E-01;1.497192E-01;5.809326E-02
7.376831E-13;5.362305E+00;-2.309814E-01;4.359131E-01;7.471924E-02;1.330933E-01
5.001831E-13;6.362305E+00;-3.559814E-01;4.109131E-01;1.872192E-01;1.705933E-01
9.751831E-13;4.362305E+00;-1.059814E-01;4.609131E-01;1.122192E-01;9.559326E-02
6.971436E-14;3.049805E+00;-1.294189E-01;4.999756E-01;1.333130E-01;1.401245E-01
5.447144E-13;5.049805E+00;-3.794189E-01;4.499756E-01;5.831299E-02;6.512451E-02
3.072144E-13;6.049805E+00;-2.544189E-01;4.249756E-01;1.708130E-01;1.026245E-01
7.822144E-13;4.049805E+00;-5.044189E-01;4.749756E-01;9.581299E-02;1.776245E-01
1.884644E-13;5.549805E+00;-5.669189E-01;4.124756E-01;7.706299E-02;1.588745E-01
6.634644E-13;3.549805E+00;-3.169189E-01;4.624756E-01;1.520630E-01;8.387451E-02
4.259644E-13;4.549805E+00;-4.419189E-01;4.874756E-01;1.145630E-01;1.213745E-01
9.009644E-13;6.549805E+00;-1.919189E-01;4.374756E-01;1.895630E-01;1.963745E-01
1.290894E-13;6.799805E+00;-4.731689E-01;4.687256E-01;1.614380E-01;1.307495E-01
6.040894E-13;4.799805E+00;-2.231689E-01;4.187256E-01;8.643799E-02;5.574951E-02
3.665894E-13;3.799805E+00;-5.981689E-01;4.437256E-01;1.989380E-01;9.324951E-02
8.415894E-13;5.799805E+00;-3.481689E-01;4.937256E-01;1.239380E-01;1.682495E-01
2.478394E-13;4.299805E+00;-2.856689E-01;4.312256E-01;6.768799E-02;1.494995E-01
7.228394E-13;6.299805E+00;-5.356689E-01;4.812256E-01;1.426880E-01;7.449951E-02
4.853394E-13;5.299805E+00;-1.606689E-01;4.562256E-01;1.051880E-01;1.119995E-01
9.603394E-13;3.299805E+00;-4.106689E-01;4.062256E-01;1.801880E-01;1.869995E-01
9.940186E-14;5.174805E+00;-3.012939E-01;4.781006E-01;1.942505E-01;1.729370E-01
5.744019E-13;3.174805E+00;-5.512939E-01;4.281006E-01;1.192505E-01;9.793701E-02
3.369019E-13;4.174805E+00;-1.762939E-01;4.031006E-01;1.567505E-01;6.043701E-02
8.119019E-13;6.174805E+00;-4.262939E-01;4.531006E-01;8.175049E-02;1.354370E-01
2.181519E-13;3.674805E+00;-3.637939E-01;4.156006E-01;1.005005E-01;1.916870E-01
6.931519E-13;5.674805E+00;-1.137939E-01;4.656006E-01;1.755005E-01;1.166870E-01
4.556519E-13;6.674805E+00;-4.887939E-01;4.906006E-01;6.300049E-02;7.918701E-02
9.306519E-13;4.674805E+00;-2.387939E-01;4.406006E-01;1.380005E-01;1.541870E-01
1.587769E-13;4.924805E+00;-5.200439E-01;4.593506E-01;1.661255E-01;1.635620E-01
6.337769E-13;6.924805E+00;-2.700439E-01;4.093506E-01;9.112549E-02;8.856201E-02
3.962769E-13;5.924805E+00;-3.950439E-01;4.343506E-01;1.286255E-01;5.106201E-02
8.712769E-13;3.924805E+00;-1.450439E-01;4.843506E-01;5.362549E-02;1.260620E-01
2.775269E-13;6.424805E+00;-2.075439E-01;4.468506E-01;1.098755E-01;1.823120E-01
7.525269E-13;4.424805E+00;-4.575439E-01;4.968506E-01;1.848755E-01;1.073120E-01
5.150269E-13;3.424805E+00;-3.325439E-01;4.718506E-01;7.237549E-02;6.981201E-02
9.900269E-13;5.424805E+00;-5.825439E-01;4.218506E-01;1.473755E-01;1.448120E-01
6.229248E-14;4.581055E+00;-3.442627E-01;4.195068E-01;1.579224E-01;9.207764E-02
5.372925E-13;6.581055E+00;-5.942627E-01;4.695068E-01;8.292236E-02;1.670776E-01
2.997925E-13;5.581055E+00;-2.192627E-01;4.945068E-01;1.954224E-01;1.295776E-01
7.747925E-13;3.581055E+00;-4.692627E-01;4.445068E-01;1.204224E-01;5.457764E-02
1.810425E-13;6.081055E+00;-4.067627E-01;4.820068E-01;6.417236E-02;1.108276E-01
6.560425E-13;4.081055E+00;-1.567627E-01;4.320068E-01;1.391724E-01;1.858276E-01
4.185425E-13;3.081055E+00;-5.317627E-01;4.070068E-01;1.016724E-01;1.483276E-01
8.935425E-13;5.081055E+00;-2.817627E-01;4.570068E-01;1.766724E-01;7.332764E-02
1.216675E-13;5.331055E+00;-5.005127E-01;4.382568E-01;1.297974E-01;1.014526E-01
5.966675E-13;3.331055E+00;-2.505127E-01;4.882568E-01;5.479736E-02;1.764526E-01
3.591675E-13;4.331055E+00;-3.755127E-01;4.632568E-01;1.672974E-01;1.389526E-01
8.341675E-13;6.331055E+00;-1.255127E-01;4.132568E-01;9.229736E-02;6.395264E-02
2.404175E-13;3.831055E+00;-1.880127E-01;4.507568E-01;7.354736E-02;1.202026E-01
7.154175E-13;5.831055E+00;-4.380127E-01;4.007568E-01;1.485474E-01;1.952026E-01
4.779175E-13;6.831055E+00;-3.130127E-01;4.257568E-01;1.110474E-01;1.577026E-01
9.529175E-13;4.831055E+00;-5.630127E-01;4.757568E-01;1.860474E-01;8.270264E-02
9.197998E-14;6.706055E+00;-1.411377E-01;4.038818E-01;1.626099E-01;5.926514E-02
5.669800E-13;4.706055E+00;-3.911377E-01;4.538818E-01;8.760986E-02;1.342651E-01
3.294800E-13;3.706055E+00;-2.661377E-01;4.788818E-01;1.251099E-01;1.717651E-01
8.044800E-13;5.706055E+00;-5.161377E-01;4.288818E-01;5.010986E-02;9.676514E-02
2.107300E-13;4.206055E+00;-5.786377E-01;4.913818E-01;1.063599E-01;7.801514E-02
6.857300E-13;6.206055E+00;-3.286377E-01;4.413818E-01;1.813599E-01;1.530151E-01
4.482300E-13;5.206055E+00;-4.536377E-01;4.163818E-01;6.885986E-02;1.905151E-01
9.232300E-13;3.206055E+00;-2.036377E-01;4.663818E-01;1.438599E-01;1.155151E-01
1.513550E-13;3.456055E+00;-4.223877E-01;4.351318E-01;1.907349E-01;6.864014E-02
6.263550E-13;5.456055E+00;-1.723877E-01;4.851318E-01;1.157349E-01;1.436401E-01
3.888550E-13;6.456055E+00;-5.473877E-01;4.601318E-01;1.532349E-01;1.811401E-01
8.638550E-13;4.456055E+00;-2.973877E-01;4.101318E-01;7.823486E-02;1.061401E-01
2.701050E-13;5.956055E+00;-2.348877E-01;4.726318E-01;9.698486E-02;8.739014E-02
7.451050E-13;3.956055E+00;-4.848877E-01;4.226318E-01;1.719849E-01;1.623901E-01
5.076050E-13;4.956055E+00;-1.098877E-01;4.476318E-01;5.948486E-02;1.998901E-01
9.826050E-13;6.956055E+00;-3.598877E-01;4.976318E-01;1.344849E-01;1.248901E-01
7.713623E-14;5.643555E+00;-3.677002E-01;4.616943E-01;1.180786E-01;1.506714E-01
5.521362E-13;3.643555E+00;-1.177002E-01;4.116943E-01;1.930786E-01;7.567139E-02
3.146362E-13;4.643555E+00;-4.927002E-01;4.366943E-01;8.057861E-02;1.131714E-01
7.896362E-13;6.643555E+00;-2.427002E-01;4.866943E-01;1.555786E-01;1.881714E-01
1.958862E-13;3.143555E+00;-3.052002E-01;4.491943E-01;1.743286E-01;1.319214E-01
6.708862E-13;5.143555E+00;-5.552002E-01;4.991943E-01;9.932861E-02;5.692139E-02
4.333862E-13;6.143555E+00;-1.802002E-01;4.741943E-01;1.368286E-01;9.442139E-02
9.083862E-13;4.143555E+00;-4.302002E-01;4.241943E-01;6.182861E-02;1.694214E-01
1.365112E-13;4.393555E+00;-2.114502E-01;4.804443E-01;8.995361E-02;1.600464E-01
6.115112E-13;6.393555E+00;-4.614502E-01;4.304443E-01;1.649536E-01;8.504639E-02
3.740112E-13;5.393555E+00;-3.364502E-01;4.054443E-01;5.245361E-02;1.225464E-01
8.490112E-13;3.393555E+00;-5.864502E-01;4.554443E-01;1.274536E-01;1.975464E-01
2.552612E-13;6.893555E+00;-5.239502E-01;4.179443E-01;1.837036E-01;1.412964E-01
7.302612E-13;4.893555E+00;-2.739502E-01;4.679443E-01;1.087036E-01;6.629639E-02
4.927612E-13;3.893555E+00;-3.989502E-01;4.929443E-01;1.462036E-01;1.037964E-01
9.677612E-13;5.893555E+00;-1.489502E-01;4.429443E-01;7.120361E-02;1.787964E-01
1.068237E-13;3.518555E+00;-5.395752E-01;4.648193E-01;5.714111E-02;1.834839E-01
5.818237E-13;5.518555E+00;-2.895752E-01;4.148193E-01;1.321411E-01;1.084839E-01
3.443237E-13;6.518555E+00;-4.145752E-01;4.398193E-01;9.464111E-02;7.098389E-02
8.193237E-13;4.518555E+00;-1.645752E-01;4.898193E-01;1.696411E-01;1.459839E-01
2.255737E-13;5.018555E+00;-1.020752E-01;4.273193E-01;1.508911E-01;1.647339E-01
7.005737E-13;3.018555E+00;-3.520752E-01;4.773193E-01;7.589111E-02;8.973389E-02
4.630737E-13;4.018555E+00;-2.270752E-01;4.523193E-01;1.883911E-01;5.223389E-02
9.380737E-13;6.018555E+00;-4.770752E-01;4.023193E-01;1.133911E-01;1.272339E-01
1.661987E-13;6.268555E+00;-2.583252E-01;4.960693E-01;8.526611E-02;1.928589E-01
6.411987E-13;4.268555E+00;-5.083252E-01;4.460693E-01;1.602661E-01;1.178589E-01
4.036987E-13;3.268555E+00;-1.333252E-01;4.210693E-01;1.227661E-01;8.035889E-02
8.786987E-13;5.268555E+00;-3.833252E-01;4.710693E-01;1.977661E-01;1.553589E-01
2.849487E-13;4.768555E+00;-4.458252E-01;4.085693E-01;1.415161E-01;1.741089E-01
7.599487E-13;6.768555E+00;-1.958252E-01;4.585693E-01;6.651611E-02;9.910889E-02
5.224487E-13;5.768555E+00;-5.708252E-01;4.835693E-01;1.790161E-01;6.160889E-02
9.974487E-13;3.768555E+00;-3.208252E-01;4.335693E-01;1.040161E-01;1.366089E-01
5.301514E-14;5.760742E+00;-2.807861E-01;4.107178E-01;1.388794E-01;1.322144E-01
5.280151E-13;3.760742E+00;-5.307861E-01;4.607178E-01;6.387939E-02;5.721436E-02
2.905151E-13;4.760742E+00;-1.557861E-01;4.857178E-01;1.763794E-01;9.471436E-02
7.655151E-13;6.760742E+00;-4.057861E-01;4.357178E-01;1.013794E-01;1.697144E-01
1.717651E-13;3.260742E+00;-4.682861E-01;4.982178E-01;8.262939E-02;1.509644E-01
6.467651E-13;5.260742E+00;-2.182861E-01;4.482178E-01;1.576294E-01;7.596436E-02
4.092651E-13;6.260742E+00;-5.932861E-01;4.232178E-01;1.201294E-01;1.134644E-01
8.842651E-13;4.260742E+00;-3.432861E-01;4.732178E-01;1.951294E-01;1.884644E-01
1.123901E-13;4.010742E+00;-5.620361E-01;4.294678E-01;1.482544E-01;1.415894E-01
5.873901E-13;6.010742E+00;-3.120361E-01;4.794678E-01;7.325439E-02;6.658936E-02
3.498901E-13;5.010742E+00;-4.370361E-01;4.544678E-01;1.857544E-01;1.040894E-01
8.248901E-13;3.010742E+00;-1.870361E-01;4.044678E-01;1.107544E-01;1.790894E-01
2.311401E-13;6.510742E+00;-1.245361E-01;4.669678E-01;5.450439E-02;1.603394E-01
7.061401E-13;4.510742E+00;-3.745361E-01;4.169678E-01;1.295044E-01;8.533936E-02
4.686401E-13;3.510742E+00;-2.495361E-01;4.419678E-01;9.200439E-02;1.228394E-01
9.436401E-13;5.510742E+00;-4.995361E-01;4.919678E-01;1.670044E-01;1.978394E-01
8.270264E-14;3.885742E+00;-2.026611E-01;4.138428E-01;1.904419E-01;1.650269E-01
5.577026E-13;5.885742E+00;-4.526611E-01;4.638428E-01;1.154419E-01;9.002686E-02
3.202026E-13;6.885742E+00;-3.276611E-01;4.888428E-01;1.529419E-01;5.252686E-02
7.952026E-13;4.885742E+00;-5.776611E-01;4.388428E-01;7.794189E-02;1.275269E-01
2.014526E-13;5.385742E+00;-5.151611E-01;4.763428E-01;9.669189E-02;1.837769E-01
6.764526E-13;3.385742E+00;-2.651611E-01;4.263428E-01;1.716919E-01;1.087769E-01
4.389526E-13;4.385742E+00;-3.901611E-01;4.013428E-01;5.919189E-02;7.127686E-02
9.139526E-13;6.385742E+00;-1.401611E-01;4.513428E-01;1.341919E-01;1.462769E-01
1.420776E-13;6.135742E+00;-3.589111E-01;4.450928E-01;1.810669E-01;1.744019E-01
6.170776E-13;4.135742E+00;-1.089111E-01;4.950928E-01;1.060669E-01;9.940186E-02
3.795776E-13;3.135742E+00;-4.839111E-01;4.700928E-01;1.435669E-01;6.190186E-02
8.545776E-13;5.135742E+00;-2.339111E-01;4.200928E-01;6.856689E-02;1.369019E-01
2.608276E-13;4.635742E+00;-2.964111E-01;4.575928E-01;1.248169E-01;1.931519E-01
7.358276E-13;6.635742E+00;-5.464111E-01;4.075928E-01;1.998169E-01;1.181519E-01
4.983276E-13;5.635742E+00;-1.714111E-01;4.325928E-01;8.731689E-02;8.065186E-02
9.733276E-13;3.635742E+00;-4.214111E-01;4.825928E-01;1.623169E-01;1.556519E-01
6.785889E-14;4.948242E+00;-4.292236E-01;4.716553E-01;1.037231E-01;1.064331E-01
5.428589E-13;6.948242E+00;-1.792236E-01;4.216553E-01;1.787231E-01;1.814331E-01
3.053589E-13;5.948242E+00;-5.542236E-01;4.466553E-01;6.622314E-02;1.439331E-01
7.803589E-13;3.948242E+00;-3.042236E-01;4.966553E-01;1.412231E-01;6.893311E-02
1.866089E-13;6.448242E+00;-2.417236E-01;4.341553E-01;1.974731E-01;8.768311E-02
6.616089E-13;4.448242E+00;-4.917236E-01;4.841553E-01;1.224731E-01;1.626831E-01
4.241089E-13;3.448242E+00;-1.167236E-01;4.591553E-01;1.599731E-01;1.251831E-01
8.991089E-13;5.448242E+00;-3.667236E-01;4.091553E-01;8.497314E-02;5.018311E-02
1.272339E-13;5.198242E+00;-1.479736E-01;4.904053E-01;1.130981E-01;1.158081E-01
6.022339E-13;3.198242E+00;-3.979736E-01;4.404053E-01;1.880981E-01;1.908081E-01
3.647339E-13;4.198242E+00;-2.729736E-01;4.154053E-01;7.559814E-02;1.533081E-01
8.397339E-13;6.198242E+00;-5.229736E-01;4.654053E-01;1.505981E-01;7.830811E-02
2.459839E-13;3.698242E+00;-5.854736E-01;4.029053E-01;1.693481E-01;9.705811E-02
7.209839E-13;5.698242E+00;-3.354736E-01;4.529053E-01;9.434814E-02;1.720581E-01
4.834839E-13;6.698242E+00;-4.604736E-01;4.779053E-01;1.318481E-01;1.345581E-01
9.584839E-13;4.698242E+00;-2.104736E-01;4.279053E-01;5.684814E-02;5.955811E-02
9.754639E-14;6.823242E+00;-4.760986E-01;4.560303E-01;7.091064E-02;7.362061E-02
5.725464E-13;4.823242E+00;-2.260986E-01;4.060303E-01;1.459106E-01;1.486206E-01
3.350464E-13;3.823242E+00;-3.510986E-01;4.310303E-01;1.084106E-01;1.861206E-01
8.100464E-13;5.823242E+00;-1.010986E-01;4.810303E-01;1.834106E-01;1.111206E-01
2.162964E-13;4.323242E+00;-1.635986E-01;4.435303E-01;1.271606E-01;5.487061E-02
6.912964E-13;6.323242E+00;-4.135986E-01;4.935303E-01;5.216064E-02;1.298706E-01
4.537964E-13;5.323242E+00;-2.885986E-01;4.685303E-01;1.646606E-01;1.673706E-01
9.287964E-13;3.323242E+00;-5.385986E-01;4.185303E-01;8.966064E-02;9.237061E-02
1.569214E-13;3.073242E+00;-3.198486E-01;4.872803E-01;6.153564E-02;8.299561E-02
6.319214E-13;5.073242E+00;-5.698486E-01;4.372803E-01;1.365356E-01;1.579956E-01
3.944214E-13;6.073242E+00;-1.948486E-01;4.122803E-01;9.903564E-02;1.954956E-01
8.694214E-13;4.073242E+00;-4.448486E-01;4.622803E-01;1.740356E-01;1.204956E-01
2.756714E-13;5.573242E+00;-3.823486E-01;4.247803E-01;1.552856E-01;6.424561E-02
7.506714E-13;3.573242E+00;-1.323486E-01;4.747803E-01;8.028564E-02;1.392456E-01
5.131714E-13;4.573242E+00;-5.073486E-01;4.997803E-01;1.927856E-01;1.767456E-01
9.881714E-13;6.573242E+00;-2.573486E-01;4.497803E-01;1.177856E-01;1.017456E-01
6.043701E-14;3.416992E+00;-5.268799E-01;4.474365E-01;1.142700E-01;1.615112E-01
5.354370E-13;5.416992E+00;-2.768799E-01;4.974365E-01;1.892700E-01;8.651123E-02
2.979370E-13;6.416992E+00;-4.018799E-01;4.724365E-01;7.677002E-02;1.240112E-01
7.729370E-13;4.416992E+00;-1.518799E-01;4.224365E-01;1.517700E-01;1.990112E-01
1.791870E-13;5.916992E+00;-2.143799E-01;4.599365E-01;1.705200E-01;1.427612E-01
6.541870E-13;3.916992E+00;-4.643799E-01;4.099365E-01;9.552002E-02;6.776123E-02
4.166870E-13;4.916992E+00;-3.393799E-01;4.349365E-01;1.330200E-01;1.052612E-01
8.916870E-13;6.916992E+00;-5.893799E-01;4.849365E-01;5.802002E-02;1.802612E-01
1.198120E-13;6.666992E+00;-3.081299E-01;4.161865E-01;1.048950E-01;1.521362E-01
5.948120E-13;4.666992E+00;-5.581299E-01;4.661865E-01;1.798950E-01;7.713623E-02
3.573120E-13;3.666992E+00;-1.831299E-01;4.911865E-01;6.739502E-02;1.146362E-01
8.323120E-13;5.666992E+00;-4.331299E-01;4.411865E-01;1.423950E-01;1.896362E-01
2.385620E-13;4.166992E+00;-3.706299E-01;4.786865E-01;1.986450E-01;1.333862E-01
7.135620E-13;6.166992E+00;-1.206299E-01;4.286865E-01;1.236450E-01;5.838623E-02
4.760620E-13;5.166992E+00;-4.956299E-01;4.036865E-01;1.611450E-01;9.588623E-02
9.510620E-13;3.166992E+00;-2.456299E-01;4.536865E-01;8.614502E-02;1.708862E-01
9.012451E-14;5.291992E+00;-4.487549E-01;4.255615E-01;6.270752E-02;1.943237E-01
5.651245E-13;3.291992E+00;-1.987549E-01;4.755615E-01;1.377075E-01;1.193237E-01
3.276245E-13;4.291992E+00;-5.737549E-01;4.505615E-01;1.002075E-01;8.182373E-02
8.026245E-13;6.291992E+00;-3.237549E-01;4.005615E-01;1.752075E-01;1.568237E-01
2.088745E-13;3.791992E+00;-2.612549E-01;4.630615E-01;1.564575E-01;1.755737E-01
6.838745E-13;5.791992E+00;-5.112549E-01;4.130615E-01;8.145752E-02;1.005737E-01
4.463745E-13;6.791992E+00;-1.362549E-01;4.380615E-01;1.939575E-01;6.307373E-02
9.213745E-13;4.791992E+00;-3.862549E-01;4.880615E-01;1.189575E-01;1.380737E-01
1.494995E-13;4.541992E+00;-1.050049E-01;4.068115E-01;7.208252E-02;1.849487E-01
6.244995E-13;6.541992E+00;-3.550049E-01;4.568115E-01;1.470825E-01;1.099487E-01
3.869995E-13;5.541992E+00;-2.300049E-01;4.818115E-01;1.095825E-01;7.244873E-02
8.619995E-13;3.541992E+00;-4.800049E-01;4.318115E-01;1.845825E-01;1.474487E-01
2.682495E-13;6.041992E+00;-5.425049E-01;4.943115E-01;1.283325E-01;1.661987E-01
7.432495E-13;4.041992E+00;-2.925049E-01;4.443115E-01;5.333252E-02;9.119873E-02
5.057495E-13;3.041992E+00;-4.175049E-01;4.193115E-01;1.658325E-01;5.369873E-02
9.807495E-13;5.041992E+00;-1.675049E-01;4.693115E-01;9.083252E-02;1.286987E-01
7.528076E-14;6.354492E+00;-1.909424E-01;4.833740E-01;1.447388E-01;9.822998E-02
5.502808E-13;4.354492E+00;-4.409424E-01;4.333740E-01;6.973877E-02;1.732300E-01
3.127808E-13;3.354492E+00;-3.159424E-01;4.083740E-01;1.822388E-01;1.357300E-01
7.877808E-13;5.354492E+00;-5.659424E-01;4.583740E-01;1.072388E-01;6.072998E-02
1.940308E-13;4.854492E+00;-5.034424E-01;4.208740E-01;5.098877E-02;1.169800E-01
6.690308E-13;6.854492E+00;-2.534424E-01;4.708740E-01;1.259888E-01;1.919800E-01
4.315308E-13;5.854492E+00;-3.784424E-01;4.958740E-01;8.848877E-02;1.544800E-01
9.065308E-13;3.854492E+00;-1.284424E-01;4.458740E-01;1.634888E-01;7.947998E-02
1.346558E-13;3.604492E+00;-4.096924E-01;4.521240E-01;1.353638E-01;8.885498E-02
6.096558E-13;5.604492E+00;-1.596924E-01;4.021240E-01;6.036377E-02;1.638550E-01
3.721558E-13;6.604492E+00;-5.346924E-01;4.271240E-01;1.728638E-01;1.263550E-01
8.471558E-13;4.604492E+00;-2.846924E-01;4.771240E-01;9.786377E-02;5.135498E-02
2.534058E-13;5.104492E+00;-3.471924E-01;4.396240E-01;7.911377E-02;1.076050E-01
7.284058E-13;3.104492E+00;-5.971924E-01;4.896240E-01;1.541138E-01;1.826050E-01
4.909058E-13;4.104492E+00;-2.221924E-01;4.646240E-01;1.166138E-01;1.451050E-01
9.659058E-13;6.104492E+00;-4.721924E-01;4.146240E-01;1.916138E-01;7.010498E-02
1.049683E-13;4.479492E+00;-2.378174E-01;4.927490E-01;1.775513E-01;6.541748E-02
5.799683E-13;6.479492E+00;-4.878174E-01;4.427490E-01;1.025513E-01;1.404175E-01
3.424683E-13;5.479492E+00;-1.128174E-01;4.177490E-01;1.400513E-01;1.779175E-01
8.174683E-13;3.479492E+00;-3.628174E-01;4.677490E-01;6.505127E-02;1.029175E-01
2.237183E-13;6.979492E+00;-4.253174E-01;4.052490E-01;1.213013E-01;8.416748E-02
6.987183E-13;4.979492E+00;-1.753174E-01;4.552490E-01;1.963013E-01;1.591675E-01
4.612183E-13;3.979492E+00;-5.503174E-01;4.802490E-01;8.380127E-02;1.966675E-01
9.362183E-13;5.979492E+00;-3.003174E-01;4.302490E-01;1.588013E-01;1.216675E-01
1.643433E-13;5.729492E+00;-5.815674E-01;4.739990E-01;1.869263E-01;5.604248E-02
6.393433E-13;3.729492E+00;-3.315674E-01;4.239990E-01;1.119263E-01;1.310425E-01
4.018433E-13;4.729492E+00;-4.565674E-01;4.489990E-01;1.494263E-01;1.685425E-01
8.768433E-13;6.729492E+00;-2.065674E-01;4.989990E-01;7.442627E-02;9.354248E-02
2.830933E-13;3.229492E+00;-1.440674E-01;4.364990E-01;9.317627E-02;7.479248E-02
7.580933E-13;5.229492E+00;-3.940674E-01;4.864990E-01;1.681763E-01;1.497925E-01
5.205933E-13;6.229492E+00;-2.690674E-01;4.614990E-01;5.567627E-02;1.872925E-01
9.955933E-13;4.229492E+00;-5.190674E-01;4.114990E-01;1.306763E-01;1.122925E-01
5.672607E-14;4.245117E+00;-1.382080E-01;4.532959E-01;6.563721E-02;1.749878E-01
5.317261E-13;6.245117E+00;-3.882080E-01;4.032959E-01;1.406372E-01;9.998779E-02
2.942261E-13;5.245117E+00;-2.632080E-01;4.282959E-01;1.031372E-01;6.248779E-02
7.692261E-13;3.245117E+00;-5.132080E-01;4.782959E-01;1.781372E-01;1.374878E-01
1.754761E-13;6.745117E+00;-5.757080E-01;4.407959E-01;1.593872E-01;1.937378E-01
6.504761E-13;4.745117E+00;-3.257080E-01;4.907959E-01;8.438721E-02;1.187378E-01
4.129761E-13;3.745117E+00;-4.507080E-01;4.657959E-01;1.968872E-01;8.123779E-02
8.879761E-13;5.745117E+00;-2.007080E-01;4.157959E-01;1.218872E-01;1.562378E-01
1.161011E-13;5.995117E+00;-4.194580E-01;4.845459E-01;7.501221E-02;1.656128E-01
5.911011E-13;3.995117E+00;-1.694580E-01;4.345459E-01;1.500122E-01;9.061279E-02
3.536011E-13;4.995117E+00;-5.444580E-01;4.095459E-01;1.125122E-01;5.311279E-02
8.286011E-13;6.995117E+00;-2.944580E-01;4.595459E-01;1.875122E-01;1.281128E-01
2.348511E-13;3.495117E+00;-2.319580E-01;4.220459E-01;1.312622E-01;1.843628E-01
7.098511E-13;5.495117E+00;-4.819580E-01;4.720459E-01;5.626221E-02;1.093628E-01
4.723511E-13;6.495117E+00;-1.069580E-01;4.970459E-01;1.687622E-01;7.186279E-02
9.473511E-13;4.495117E+00;-3.569580E-01;4.470459E-01;9.376221E-02;1.468628E-01
8.641357E-14;6.120117E+00;-3.413330E-01;4.689209E-01;1.078247E-01;1.421753E-01
5.614136E-13;4.120117E+00;-5.913330E-01;4.189209E-01;1.828247E-01;6.717529E-02
3.239136E-13;3.120117E+00;-2.163330E-01;4.439209E-01;7.032471E-02;1.046753E-01
7.989136E-13;5.120117E+00;-4.663330E-01;4.939209E-01;1.453247E-01;1.796753E-01
2.051636E-13;4.620117E+00;-4.038330E-01;4.314209E-01;1.640747E-01;1.609253E-01
6.801636E-13;6.620117E+00;-1.538330E-01;4.814209E-01;8.907471E-02;8.592529E-02
4.426636E-13;5.620117E+00;-5.288330E-01;4.564209E-01;1.265747E-01;1.234253E-01
9.176636E-13;3.620117E+00;-2.788330E-01;4.064209E-01;5.157471E-02;1.984253E-01
1.457886E-13;3.870117E+00;-4.975830E-01;4.876709E-01;9.844971E-02;1.328003E-01
6.207886E-13;5.870117E+00;-2.475830E-01;4.376709E-01;1.734497E-01;5.780029E-02
3.832886E-13;6.870117E+00;-3.725830E-01;4.126709E-01;6.094971E-02;9.530029E-02
8.582886E-13;4.870117E+00;-1.225830E-01;4.626709E-01;1.359497E-01;1.703003E-01
2.645386E-13;5.370117E+00;-1.850830E-01;4.001709E-01;1.921997E-01;1.515503E-01
7.395386E-13;3.370117E+00;-4.350830E-01;4.501709E-01;1.171997E-01;7.655029E-02
5.020386E-13;4.370117E+00;-3.100830E-01;4.751709E-01;1.546997E-01;1.140503E-01
9.770386E-13;6.370117E+00;-5.600830E-01;4.251709E-01;7.969971E-02;1.890503E-01
7.156982E-14;5.057617E+00;-5.522705E-01;4.142334E-01;1.757935E-01;8.358154E-02
5.465698E-13;3.057617E+00;-3.022705E-01;4.642334E-01;1.007935E-01;1.585815E-01
3.090698E-13;4.057617E+00;-4.272705E-01;4.892334E-01;1.382935E-01;1.960815E-01
7.840698E-13;6.057617E+00;-1.772705E-01;4.392334E-01;6.329346E-02;1.210815E-01
1.903198E-13;3.557617E+00;-1.147705E-01;4.767334E-01;1.195435E-01;6.483154E-02
